## RunInfo	version:1.0.3	annotated_features:14968	total_fragments:37498273	pair_mapped:16431724	pair_mixed:16570027	single_mapped:0	unmapped:4496522	unique:16447034	ambig:16554717	overlap_unique:97254	overlap_ambig:931666
transcript	transcript_length	final_count	final_conf	final_prop	init_aligned	unique_count	init_best	init_best_random	init_best_avg	init_prop
MER61_17q11.2	3561	2	2.00	1.2e-07	3	2	2	2	2.00	1.2e-07
ERVLB4_2p25.3	3067	2	2.00	1.02e-07	2	2	2	2	2.00	1.02e-07
MER4B_11p15.4	9757	2	2.00	9.27e-08	3	2	2	2	2.00	9.27e-08
ERVLE_17q25.3b	1483	2	2.00	9.27e-08	3	2	2	2	2.00	9.27e-08
HARLEQUIN_5q34b	4788	2	2.00	8.05e-08	13	2	2	2	2.00	8.09e-08
HERVL_22q12.3a	1639	2	2.00	6.93e-08	6	2	2	2	2.00	6.93e-08
HERVH_11q12.3	6869	2	1.00	5.23e-08	1870	1	13	27	25.20	9.06e-07
HERVFH19_2q37.3	6756	2	2.00	4.28e-08	3	2	2	2	2.00	4.28e-08
MER4_3p21.2	11460	2	2.00	3.81e-08	15	2	2	3	2.50	3.81e-08
MER61_12q13.12	6889	2	2.00	3.13e-08	2	2	2	2	2.00	3.13e-08
HERVH_10q23.32	5980	2	1.00	2.17e-08	2350	1	9	14	16.69	2.68e-06
HERVL_13q21.1b	5841	2	2.00	2.03e-08	3	2	2	2	2.00	2.03e-08
LTR19_9q22.2	2158	2	2.00	1.56e-08	6	2	2	3	2.50	1.56e-08
MER101_20q13.13	2934	2	2.00	1.16e-08	4	2	2	2	2.00	1.16e-08
ERVLB4_6q14.1e	776	2	2.00	1.16e-08	2	2	2	2	2.00	1.16e-08
ERVLE_13q21.1d	2986	2	2.00	8.63e-09	2	2	2	2	2.00	8.63e-09
HERVL_2q32.1e	5880	2	2.00	6.42e-09	3	2	2	2	2.00	6.42e-09
HERVH_7q22.1a	6782	2	2.00	3.55e-09	56	1	2	2	2.00	3.55e-09
MER41_3q13.31b	8810	2	2.00	1.97e-09	14888	2	7	73	69.50	4.54e-05
HERVH_2p25.3	5792	2	2.00	1.13e-09	1137	1	3	4	3.64	1.24e-09
HERVH_9q34.13	4723	2	2.00	1.08e-09	1512	1	3	10	13.66	1.74e-07
HERVL40_2q33.1	4130	2	2.00	1.08e-09	3	2	2	2	2.00	1.08e-09
MER41_1p34.1b	794	2	2.00	5.98e-10	2	2	2	2	2.00	5.98e-10
MER4_8q24.3d	1978	2	2.00	5.98e-10	3	2	3	3	3.00	5.98e-10
HERVH_11q22.2	5909	2	2.00	5.95e-10	6611	2	21	83	82.05	3.79e-05
HERVH_4q32.3a	5731	2	2.00	4.87e-10	4889	1	21	54	61.83	1.72e-05
MER4_9p13.3b	3191	2	2.00	4.44e-10	2	2	2	2	2.00	4.44e-10
MER4_3q13.2a	6723	2	2.00	3.3e-10	1028	2	2	20	16.28	7.61e-09
ERVLE_21q22.3b	2770	2	2.00	2.45e-10	2	2	2	2	2.00	2.45e-10
HUERSP1_12q24.31b	1760	2	2.00	1.82e-10	2	1	1	1	1.50	1.82e-10
MER41_11p15.5b	3487	2	2.00	1.82e-10	3	2	2	2	2.00	1.82e-10
HERVH_7p12.1a	2240	2	2.00	1.08e-10	20517	2	99	378	374.48	0.000414
MER61_Xp21.1b	2206	2	2.00	1.01e-10	2	2	2	2	2.00	1.01e-10
ERVLE_6q14.1d	4369	2	2.00	7.49e-11	2	2	2	2	2.00	7.49e-11
HERVH_12q14.1a	5437	2	2.00	2.31e-11	13039	2	19	63	66.96	3e-05
HERVH_2q23.3c	1500	2	2.00	1.08e-11	9745	2	49	171	172.01	0.00018
HERVH_11p15.4i	5757	2	2.00	9.68e-12	32007	1	10	192	189.73	9.8e-05
HERVH_9p21.2a	6289	2	2.00	9.39e-12	1479	1	5	8	8.54	2.62e-07
HERVH_9p21.3b	5536	2	2.00	7.18e-12	1830	1	6	17	18.51	5.13e-07
HERVH_4p15.33a	5686	2	2.00	6.6e-12	3019	1	10	16	15.20	1.44e-06
HERVH_18q22.1	5593	2	2.00	3.33e-12	5512	1	11	29	25.51	9.46e-06
HERVH_12p11.1	8713	2	2.00	3.31e-12	2038	1	5	12	11.37	6.22e-07
HERVH_11q24.1a	6210	2	2.00	3.07e-12	6573	2	26	49	53.17	2.28e-05
HERVH_10q24.1	3614	2	2.00	2.78e-12	24041	2	47	297	309.77	0.000266
HERVH_7q21.3a	4562	2	2.00	2.34e-12	6773	2	11	58	55.40	2.19e-05
HERVH_6q14.1c	4986	2	2.00	1.7e-12	11944	2	23	77	77.93	7.6e-05
HERVH_5p15.32	5642	2	2.00	1.67e-12	21993	2	70	182	183.43	0.000101
HERVH_4q31.1c	4919	2	2.00	1.63e-12	6508	1	13	42	46.22	1.75e-05
HERVH_1p31.1m	6284	2	2.00	1.61e-12	2796	2	8	18	13.73	6.2e-06
HERVH_2p13.3b	5860	2	2.00	1.28e-12	5835	2	14	37	43.28	2.19e-05
HERVH_6q23.2d	5618	2	2.00	1.19e-12	10895	2	25	75	61.21	2.31e-05
HERVH_2p24.3c	5966	2	2.00	1.18e-12	7060	2	14	43	44.73	1.02e-05
HERVH_9q21.33e	2224	2	2.00	9.14e-13	8472	2	10	49	44.82	4.39e-05
HERVH_3p22.3d	5622	2	2.00	6.75e-13	3074	1	6	26	21.44	4.69e-06
HERVH_10q21.1b	1224	2	2.00	3.63e-13	7738	2	22	82	81.45	3.12e-05
HERVH_3q24h	5833	2	2.00	3.54e-13	10472	2	28	80	82.71	2.51e-05
HERVH_1p31.3d	5989	2	2.00	2.88e-13	28053	2	189	583	552.59	0.000313
HERVH_3p26.3b	4356	2	2.00	2.67e-13	3391	1	5	20	18.49	1.41e-06
HERVH_11p14.3a	5811	2	2.00	2.56e-13	26906	2	73	254	263.35	0.000152
HERVH_2q22.1b	6009	2	2.00	1.98e-13	3729	1	4	13	11.35	1.48e-06
HERVH_8q24.21c	5862	2	2.00	1.98e-13	2091	1	1	10	10.69	1.92e-06
HERVH_6q23.1	5912	2	2.00	1.51e-13	4810	2	13	56	44.72	1.63e-05
HERVH_18q12.2b	5652	2	2.00	1.48e-13	2739	2	9	31	29.64	5.3e-07
HERVH_6q25.2b	4474	2	2.00	1.1e-13	21118	2	108	399	418.40	0.000384
HERVH_2q35c	5867	2	2.00	1.02e-13	16097	2	62	188	202.80	8.3e-05
HERVH_6q14.1a	8421	2	2.00	1e-13	19460	2	56	134	132.50	0.000129
HERVH_3q26.1f	5669	2	2.00	9.57e-14	1936	2	4	11	13.43	4.34e-06
HERVH_3q22.1e	4421	2	2.00	8.38e-14	8901	2	34	60	68.08	9.37e-06
HERVH_14q21.2a	4771	2	2.00	8.27e-14	4437	2	16	55	60.42	3.68e-05
HERVH_4p16.1a	6311	2	2.00	8.25e-14	8890	2	13	115	102.73	2.95e-05
PABLA_11q12.1b	5586	2	2.00	8.13e-14	55	2	2	2	2.00	8.13e-14
HERVH_13q13.2	4095	2	2.00	4.62e-14	17143	2	40	233	213.93	0.000192
HERVH_4q22.1e	5637	2	2.00	3.59e-14	12298	2	17	59	63.49	2.04e-05
HERVH_1p32.3a	5693	2	2.00	2.72e-14	6955	2	13	69	61.20	1.82e-05
HERVH_3q26.1d	4412	2	2.00	2.49e-14	999	1	1	25	19.30	1.16e-07
HERVH_2q24.3c	8647	2	2.00	2.2e-14	22049	2	26	180	190.95	7.78e-05
HERVH_6q16.3a	5787	2	2.00	4.29e-15	6782	2	39	89	85.08	1.82e-05
HERVH_5q14.3b	5965	2	2.00	9.78e-20	15660	2	22	140	137.69	7e-05
HERVH_2q36.1a	6726	2	2.00	6.85e-23	4411	1	23	50	59.15	3.27e-05
HERVH_4p16.1d	5781	2	2.00	6.2e-35	1611	1	8	15	14.27	4.82e-06
ERVLB4_5p14.3a	5475	2	2.00	3.64e-35	47	2	2	3	2.75	3.84e-06
ERVLE_1p21.3c	3445	2	2.00	3.64e-35	5	2	3	3	3.00	3.69e-35
MER61_Xp11.21	5968	2	2.00	3.64e-35	2	2	2	2	2.00	3.64e-35
ERV316A3_5p13.3e	3570	2	2.00	3.64e-35	2	2	2	2	2.00	3.64e-35
LTR23_16q22.2	1254	2	2.00	3.64e-35	3	2	2	2	2.00	3.64e-35
ERV316A3_17q21.32	5559	2	2.00	3.64e-35	4	2	2	2	2.00	3.64e-35
HML5_Xq13.2	7329	2	2.00	3.64e-35	2	2	2	2	2.00	3.64e-35
HERVH_10p11.22	5154	2	2.00	2.37e-35	127	0	2	2	2.00	4.92e-11
HUERSP3_Xq27.1	4541	2	2.00	2.37e-35	2	1	2	2	2.00	2.37e-35
ERV316A3_15q25.2b	3993	2	2.00	2.13e-35	2	2	2	2	2.00	2.13e-35
ERVLE_6q24.1e	1245	2	2.00	2.05e-35	2	0	2	2	2.00	1.76e-35
HERVL40_6q22.32	4590	2	2.00	1.86e-35	2	2	2	2	2.00	1.86e-35
HERVS71_3q24	7152	2	2.00	1.83e-35	89	2	4	4	4.67	6.06e-09
HERVEA_19p12a	4749	2	2.00	7.83e-36	2	2	2	2	2.00	7.83e-36
HERVH_11q23.3a	4219	2	2.00	7.05e-36	12927	2	15	67	68.17	4.54e-05
MER101_7q22.1b	2069	2	2.00	6.25e-36	2	2	2	2	2.00	6.25e-36
PABLA_17q22	7109	2	2.00	6.07e-36	3	2	2	2	2.00	8.1e-36
HERVH_5p15.33	6031	2	2.00	5.98e-36	11175	2	23	104	95.02	6.59e-05
HERVH_14q31.3b	6165	2	2.00	4.42e-36	3144	2	7	25	27.06	3.2e-05
HERVH_11q13.2b	5680	2	2.00	3.29e-36	4470	2	12	39	37.80	6.47e-06
HERVH_9q22.33b	5982	2	2.00	3.13e-36	2823	1	40	59	56.84	7.53e-06
HERVH_10q25.1b	6359	2	2.00	3.09e-36	1514	2	12	17	19.04	7.86e-08
MER41_3q27.1	5029	2	2.00	1.7e-36	54	2	4	4	4.00	2.07e-35
HERVH_10q26.12	5630	2	2.00	1.08e-37	21516	2	37	174	178.17	0.000191
ERVLE_7q31.32b	1998	2	2.00	1.7e-38	2	2	2	2	2.00	1.7e-38
HERVH_8q21.3a	5312	2	2.00	1.68e-38	10334	1	10	57	63.68	2.38e-05
HERVH_1q43b	5827	2	2.00	1.33e-38	5881	1	19	48	45.72	9.69e-06
HERVH_6q22.33	5609	2	2.00	1.24e-38	19567	2	35	189	193.42	0.000139
HERVH_4q32.3c	5118	2	2.00	1.1e-38	23157	2	33	172	185.01	0.000188
HERVH_15q26.2b	9628	2	2.00	1.07e-38	3710	2	9	30	27.48	5.5e-06
HERVH_2p24.3a	5760	2	2.00	8.83e-39	19980	1	22	161	151.01	4.34e-05
HERVH_4q28.3e	5714	2	2.00	7.98e-39	5456	2	12	35	38.13	2.92e-05
HERVH_7p15.2	5610	2	2.00	7.9e-39	19269	2	39	142	143.61	7.43e-05
HERVH_11p12c	4314	2	2.00	7.09e-39	14647	2	16	96	105.27	4.84e-05
HERVH_13q31.1d	5538	2	2.00	6.84e-39	8062	2	13	51	44.87	2.08e-05
HERVH_9p21.3c	5926	2	2.00	5.81e-39	1994	2	5	9	10.65	1.87e-07
HERVH_4q32.1b	5960	2	2.00	5.23e-39	7450	2	10	75	67.28	1.78e-05
HERVH_3q26.1g	5814	2	2.00	4.86e-39	2871	0	0	18	10.87	2.4e-06
HERVIP10FH_16p11.1a	5843	2	2.00	3.04e-39	52	2	5	5	5.00	3.05e-37
MER4B_13q32.3	1833	2	2.00	2.86e-39	4	2	2	2	2.00	6.24e-39
HERVH_3q24g	5887	2	2.00	2.75e-39	2191	1	2	5	5.38	1.38e-06
LTR57_6_GL000251v2_alt	7757	2	2.00	2.6e-39	74	0	0	1	0.67	4.72e-11
HERVH_11q14.1c	5052	2	2.00	6.34e-40	2280	2	14	38	34.97	9.22e-06
MER41_6p21.32	3164	1	1.00	8.79e-06	18	1	1	6	4.37	4.68e-06
HERVE_11q13.4b	4051	1	1.00	4.48e-06	21	0	1	1	1.00	4.57e-06
HERVE_11q13.4c	8312	1	1.00	4.4e-06	104	1	2	3	2.40	4.49e-06
HERVH_4q28.3f	5329	1	1.00	4.4e-06	2112	0	5	13	8.71	5.49e-06
HERVH_12q24.33a	4696	1	1.00	4.39e-06	402	1	1	1	1.00	4.39e-06
HARLEQUIN_7q33b	6335	1	1.00	4.39e-06	15	0	1	1	1.00	4.39e-06
HERVW_1p32.3b	8517	1	1.00	4.39e-06	114	1	1	1	1.00	4.39e-06
HML2_9q34.3	9463	1	1.00	4.39e-06	16	1	1	2	1.50	4.39e-06
HERVE_5q14.3c	2110	1	1.00	4.39e-06	12	0	1	1	1.00	4.39e-06
HERV3_Xq26.3	4846	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
HML3_12q22	3725	1	1.00	4.39e-06	9	0	1	1	1.00	4.55e-06
HERVK11_9q32	8154	1	1.00	4.39e-06	7	0	1	1	1.00	4.39e-06
HERVH_19p12e	5810	1	1.00	4.39e-06	60	1	2	2	2.50	4.39e-06
HERV9_1q24.3	8035	1	1.00	4.39e-06	17	1	1	1	1.00	4.42e-06
HARLEQUIN_10q24.2	6344	1	1.00	4.39e-06	10	0	1	1	1.00	4.39e-06
HML3_8q24.3	2763	1	1.00	4.39e-06	4	0	1	1	1.00	4.39e-06
HML1_10q22.3	3469	1	1.00	4.39e-06	2	0	1	1	1.00	4.39e-06
HERV9_18q11.2	6876	1	1.00	4.39e-06	10	1	1	1	1.00	4.39e-06
HARLEQUIN_5q31.2	5699	1	1.00	4.39e-06	12	1	1	1	1.00	4.39e-06
HERVK11_2q34a	3625	1	1.00	4.39e-06	14	1	1	2	1.33	4.39e-06
HERVEA_4q28.3	8734	1	1.00	4.39e-06	17	1	1	1	1.00	4.39e-06
HERVL_8q22.1b	7410	1	1.00	4.39e-06	109	1	1	1	1.50	4.39e-06
HML2_6q25.1	2826	1	1.00	4.39e-06	5	1	1	1	1.00	4.39e-06
HML3_9p13.3	3371	1	1.00	4.39e-06	4	1	1	2	1.50	4.39e-06
ERVLB4_12q13.13	6233	1	1.00	4.39e-06	6	1	3	3	3.00	4.39e-06
HML3_7p13	5287	1	1.00	4.39e-06	8	1	1	1	1.00	4.39e-06
ERV316A3_2p23.3a	6040	1	1.00	4.39e-06	3323	1	1	1	1.00	4.39e-06
MER34B_8p11.21	4957	1	1.00	4.39e-06	4	1	1	1	2.50	4.39e-06
MER41_11q14.1a	3025	1	1.00	4.39e-06	4	1	1	1	1.00	4.39e-06
MER34B_Xp22.2	8152	1	1.00	4.39e-06	9	1	1	1	1.00	4.39e-06
MER4_11q24.1	6802	1	1.00	4.39e-06	6	1	1	1	1.00	4.39e-06
MER4_6q22.31	2910	1	1.00	4.39e-06	7	1	1	1	1.50	4.39e-06
MER41_18q21.33	1513	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
MER61_6q24.1a	2208	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLB4_9q22.33d	3576	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLE_17p11.2b	2854	1	1.00	4.39e-06	5	1	2	2	2.00	4.39e-06
HUERSP2_11q22.1c	4139	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
LTR57_10p11.21	690	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
LTR19_19p13.2a	2581	1	1.00	4.39e-06	3	1	1	2	1.50	4.39e-06
ERVLB4_7p22.1	3035	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
MER41_10q24.33	3126	1	1.00	4.39e-06	5	1	1	1	1.00	4.39e-06
ERVLB4_Xq12a	4128	1	1.00	4.39e-06	3	1	1	1	1.00	4.39e-06
HERVL40_1p32.3	4429	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER4_1q25.1c	1545	1	1.00	4.39e-06	5	1	1	1	1.00	4.39e-06
HERVFRD_9q22.31	4381	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
HERVL_21q22.2	4579	1	1.00	4.39e-06	2	0	1	1	1.00	4.39e-06
HERVL_6q14.1f	6568	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
HERVE_19q13.41	5467	1	1.00	4.39e-06	7	1	1	1	1.00	4.39e-06
ERVLB4_21q22.3a	6144	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLE_10p15.1d	1677	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLE_2q12.1c	1389	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
MER41_15q21.2a	3078	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
HML5_14q31.1	8655	1	1.00	4.39e-06	4	1	1	1	1.00	4.39e-06
HERVL40_6q24.1	3593	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER101_7q11.23	4684	1	1.00	4.39e-06	2	0	1	1	1.00	4.32e-06
HERVIP10FH_8q24.3	2837	1	1.00	4.39e-06	3	1	1	1	1.00	4.39e-06
HERVIP10F_19q13.41b	2144	1	1.00	4.39e-06	3	1	1	1	1.00	4.39e-06
HERVP71A_10q25.1	4515	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER34B_10q25.3a	3299	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
ERV316A3_22q13.31b	1216	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HERVH48_1q42.13	5785	1	1.00	4.39e-06	3	1	1	1	1.00	4.39e-06
ERV316A3_12q12d	3544	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLB4_4p15.1f	2888	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERV316A3_4q27a	1613	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER61_Xq21.1h	3180	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
ERVLE_20p13b	1302	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLE_11q23.3d	2737	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLB4_13q13.2	1454	1	1.00	4.39e-06	3	1	1	1	1.00	4.39e-06
MER4_3q13.11	5325	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
ERV316A3_5q23.1b	2277	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLE_13q12.13b	3859	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
MER41_12q23.2a	2475	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
HUERSP2_6q16.2	3692	1	1.00	4.39e-06	4	1	1	2	1.50	4.39e-06
LTR25_4q34.1a	6771	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HERVIP10FH_Xq28	6561	1	1.00	4.39e-06	10	1	1	1	1.00	4.39e-06
ERVLB4_3p21.31e	3180	1	1.00	4.39e-06	3	1	1	1	1.00	4.39e-06
ERVLB4_18p11.21b	717	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLB4_3p14.2	4181	1	1.00	4.39e-06	10	1	1	2	4.00	4.39e-06
HML6_Xp11.21	6416	1	1.00	4.39e-06	3	1	1	1	1.00	4.39e-06
MER4_3q13.2b	4381	1	1.00	4.39e-06	6	1	1	1	1.00	4.39e-06
ERVLE_2q36.3a	5792	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
MER41_14q32.2	5355	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
MER101_18q21.1a	2655	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER61_6q14.1b	5757	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLB4_6p22.1a	976	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HERVFH21_19p12	7216	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLE_18q21.32b	3551	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLE_9p24.1a	1392	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER41_2p16.3c	1844	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
ERVLE_3p12.3	4436	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
ERV316A3_9q21.32	1702	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER41_3p22.1c	4752	1	1.00	4.39e-06	3	1	1	1	1.00	4.39e-06
MER4B_4q13.3e	3782	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER4_12q21.33	1289	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER41_Xq13.1	5237	1	1.00	4.39e-06	3	1	1	1	1.00	4.39e-06
ERVLE_2p13.2b	3659	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
PABLB_Xp21.1c	1909	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HML1_5p13.2	1107	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
PABLB_8q24.3a	1730	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HERVH48_Xq13.1	6796	1	1.00	4.39e-06	4	1	1	1	1.00	4.39e-06
HERVL66_19p12j	4632	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
HERVL_Xq21.33c	6135	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
PRIMA4_8q22.3	504	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER4B_2p16.2	1663	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLB4_8p21.1a	1464	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLE_4q32.2m	9317	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLE_6p21.1b	4487	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
MER41_6q23.2	1532	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLE_16p11.2d	1825	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HML1_2p11.2	6667	1	1.00	4.39e-06	2	0	1	1	1.00	4.39e-06
ERV316A3_3q13.11a	2591	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERV316A3_1p36.22b	2287	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HUERSP3B_4q21.1a	2975	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER4_7p14.3c	1164	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
PRIMA41_Yp11.2	6050	1	1.00	4.39e-06	4	0	1	1	1.00	4.39e-06
HUERSP1_3q26.2	3299	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLB4_Xp11.23a	2631	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HML5_2q32.1	2303	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVL_Xq21.1b	1449	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HERVL40_4q27	2577	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLE_1p13.2c	1064	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HERVL40_9p24.1a	2565	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HERVFRD_10p11.22a	1987	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HERVL40_16p11.2	1718	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER61_21q22.3	5922	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERV316A3_10p11.22c	897	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER34B_4q31.3	3032	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
LTR23_14q24.2	2145	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLB4_14q21.3d	3934	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER34B_9q21.13	4613	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HUERSP2_6q14.3	5017	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER61_8q23.1b	4309	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
HERVL18_13q13.1	3308	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLB4_2q24.3b	1421	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HERVL40_15q22.31	4823	1	1.00	4.39e-06	2	1	1	1	1.00	4.39e-06
LTR19_9q34.11	1060	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERV316A3_10p13b	4472	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HERVL40_15q21.3	3189	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HERVW_5p13.2a	1095	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HERVL40_18q12.2	2116	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HML5_2q14.3	5521	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERV316A3_2q24.3d	4979	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLB4_8p12b	4118	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLB4_7p21.3d	2036	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER61_1q23.1c	3005	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
MER41_21q22.11b	1777	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLE_7q33b	916	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVLE_15q25.1a	1651	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERV316A3_7p22.3	1973	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HERVFRD_Xq22.1	4686	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HERVFRD_Xq21.33a	1987	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
ERVL_16p13.12	1604	1	1.00	4.39e-06	1	1	1	1	1.00	4.39e-06
HARLEQUIN_1q24.2	6813	1	1.00	4.39e-06	11	0	1	1	1.00	4.39e-06
HERVH_9q21.33b	1704	1	1.00	4.39e-06	680	0	1	2	1.42	4.39e-06
HERVK11_6q25.3	7006	1	1.00	4.39e-06	5	0	1	1	1.00	4.39e-06
HML2_3q21.2	9138	1	1.00	4.39e-06	230	0	6	11	10.57	8.91e-06
HERV9_1p32.2	8319	1	1.00	4.38e-06	210	0	1	1	1.12	4.39e-06
HERV9_5q13.2	11018	1	0.00	3.09e-06	188	0	1	3	2.77	4.39e-06
HML3_1q24.2	5713	1	0.00	2.64e-06	5	0	1	1	1.00	4.33e-06
HML2_6_GL000251v2_alt	10368	1	0.00	2.2e-06	19	0	0	1	0.50	2.2e-06
HML2_19q13.12b	9518	1	1.00	2.04e-06	26	0	1	1	1.00	4.4e-06
HERVH_12q13.2b	5829	1	1.00	1.8e-06	537	1	3	3	3.25	1.8e-06
HUERSP3_2q34	8122	1	1.00	1.8e-06	2	1	1	1	1.00	1.8e-06
PRIMA41_10q22.2	7467	1	1.00	1.8e-06	4	1	1	1	1.00	1.8e-06
HUERSP2_3q21.3	4069	1	1.00	1.8e-06	2	1	1	1	1.00	1.8e-06
MER4_9p13.3a	8431	1	1.00	1.8e-06	4	1	1	1	1.00	1.8e-06
ERVLB4_15q23a	6036	1	1.00	1.8e-06	4	1	1	1	1.00	1.8e-06
PABLA_19p12a	3730	1	1.00	1.8e-06	2	1	2	2	2.00	1.8e-06
ERVLB4_5p15.33a	4815	1	1.00	1.8e-06	1	1	1	1	1.00	1.8e-06
ERVLE_5p13.2d	4322	1	1.00	1.8e-06	2	1	1	1	1.00	1.8e-06
